Weather_ID,Timestamp,Location,Temperature_C,Rainfall_mm,Wind_Speed_kph,Humidity_pct,Weather_Condition
804910,2023-05-19 14:29:00,Pune,32.7,95.7,2.4,90,Rainy
804911,2023-02-16 18:27:00,Meerut,22.4,0.2,3.7,78.1,Cloudy
804912,2024-01-24 00:10:00,Shillong,17.3,23.7,28.8,79.3,Foggy
804913,2025-04-08 00:25:00,Bengaluru,10.6,1.4,21.9,77.5,Rainy
804914,2023-02-02 00:53:00,Navi Mumbai,15.7,41.1,14.5,93.4,Foggy
804915,2023-12-29 00:24:00,Gandhinagar,17.9,83.9,31.4,35.6,Foggy
804916,2025-03-08 03:07:00,Imphal,31.4,43.4,4.4,30.1,Foggy
804917,2024-09-06 09:55:00,Vasai,40.4,89.4,21.8,50.9,Cloudy
804918,2025-03-16 22:36:00,Kolkata,22.8,5.3,20.4,31.1,Stormy
804919,2023-08-28 01:25:00,Kalyan,19.9,13.7,31.2,40.7,Foggy
804920,2025-01-12 20:33:00,Kolkata,12.8,93.1,36.1,82.2,Rainy
804921,2024-06-21 11:17:00,Darbhanga,27.3,67.1,36.4,51.2,Stormy
804922,2023-04-18 10:17:00,Bilaspur,16.9,3.1,16.5,91.1,Cloudy
804923,2024-06-17 06:07:00,Paradip,44.6,34.8,37.8,62.8,Cloudy
804924,2024-07-05 07:01:00,Nashik,24.3,21.2,32,65.6,Clear
804925,2024-07-16 08:03:00,Gwalior,12.1,72.2,23.1,36.4,Clear
804926,2024-01-18 08:24:00,Rohtak,32.7,4.8,22.7,60.1,Rainy
804927,2023-09-13 20:39:00,Hyderabad,31.8,41.7,11.1,35.1,Rainy
804928,2024-06-17 02:17:00,Thane,28.7,99.8,30.6,88.1,Clear
804929,2023-07-01 15:23:00,Tirunelveli,32.2,75.1,29.9,36.3,Stormy
804930,2024-12-20 23:19:00,Ludhiana,36.9,82.5,39.7,59.8,Foggy
804931,2025-04-02 03:31:00,Hosur,21.8,54,18,45.2,Stormy
804932,2025-04-08 13:58:00,Hisar,12.6,75.1,13,87.2,Clear
804933,2023-08-21 13:34:00,Meerut,22.4,43.6,1.4,56.1,Cloudy
804934,2023-03-10 12:02:00,Bokaro,27.8,81.7,38.7,67.9,Rainy
804935,2023-08-27 06:19:00,Vadodara,42.8,43.4,16.2,60.6,Foggy
804936,2025-01-15 05:15:00,Noida,10.1,10.9,0.2,87.1,Rainy
804937,2024-01-05 06:53:00,Lucknow,16.2,14.1,6.5,46.7,Clear
804938,2023-02-10 03:36:00,Paradip,35,89.5,12.1,79.4,Stormy
804939,2024-04-28 05:21:00,Ujjain,26.7,73.5,12.2,48.7,Stormy
804940,2024-08-17 14:04:00,Solapur,35.7,47.8,33.7,79.8,Clear
804941,2024-02-13 22:16:00,Salem,11.9,10,16.2,45.2,Clear
804942,2024-10-31 02:32:00,Amritsar,35.6,0.1,22.2,75.9,Foggy
804943,2023-10-03 22:31:00,Ujjain,24.7,73.6,37.7,62.4,Foggy
804944,2024-06-28 01:01:00,Gandhinagar,39,81.7,29.8,94,Stormy
804945,2024-03-30 00:41:00,Thrissur,24,34.9,10.4,52.3,Clear
804946,2023-09-06 15:29:00,Ujjain,44.4,31.5,8.6,93.4,Stormy
804947,2023-07-12 22:15:00,Asansol,33.1,41.8,12.3,68.2,Clear
804948,2024-09-24 14:57:00,Muzaffarpur,27.5,39.8,32.5,86.4,Clear
804949,2024-04-22 00:57:00,Vizhinjam,23.2,17,29.1,53.6,Rainy
804950,2023-07-01 01:22:00,Saharanpur,25.5,40.5,7.3,47.4,Stormy
804951,2023-01-02 21:57:00,Vasai,31.1,2.7,17,84.4,Foggy
804952,2024-12-05 04:17:00,Rourkela,14.5,32,8.5,63.5,Clear
804953,2023-12-30 02:56:00,Lucknow,42.6,40.2,0.8,87.2,Foggy
804954,2025-01-20 00:16:00,Vizhinjam,39.9,52.6,0.2,70.6,Stormy
804955,2024-04-12 13:41:00,Visakhapatnam,44.7,80.3,33.7,76,Stormy
804956,2023-07-04 00:01:00,Patna,33.8,80.7,24.4,84.6,Cloudy
804957,2023-03-26 12:21:00,Shimla,17.6,74.3,9.2,68.1,Stormy
804958,2023-03-02 19:54:00,Shillong,15.9,64.9,20.3,73.5,Clear
804959,2024-08-06 21:54:00,Mangalore,26.9,82.2,27.6,34.1,Cloudy
804960,2025-03-05 19:37:00,Karnal,15.9,55.6,23.2,80.4,Cloudy
804961,2024-04-17 03:42:00,Visakhapatnam,15.9,34.1,31.9,74.9,Cloudy
804962,2023-01-18 15:08:00,Kakinada,35.6,73.6,5.4,91.3,Clear
804963,2023-04-23 05:03:00,Nashik,23.8,87.4,10.9,77.1,Clear
804964,2024-09-16 06:29:00,Imphal,17,59.7,10.6,81.5,Clear
804965,2024-08-19 14:26:00,Delhi,21.4,27.2,22.5,94.4,Foggy
804966,2023-02-27 08:54:00,Nagpur,42.6,62.6,4.2,83.6,Stormy
804967,2024-06-12 20:06:00,Delhi,41.1,32.1,32.1,62.6,Cloudy
804968,2025-04-06 22:14:00,Tirupati,28.7,28.4,20,44.5,Cloudy
804969,2025-03-31 06:55:00,Moradabad,31,86.8,5,89.1,Stormy
804970,2023-08-22 15:39:00,Ajmer,17.8,70.1,5.2,35.1,Cloudy
804971,2024-01-28 07:53:00,Belgaum,20,16.3,12.8,36.2,Rainy
804972,2023-09-08 07:57:00,Kota,28.4,53.7,15.5,48,Cloudy
804973,2024-07-15 01:53:00,Raipur,41,84.6,8,64.1,Clear
804974,2024-01-29 09:17:00,Amaravati,21.5,61.5,20.8,88.7,Clear
804975,2023-08-31 20:13:00,Bareilly,11.9,4.4,3.6,35.3,Foggy
804976,2024-12-25 11:54:00,Varanasi,14.6,20.2,3.1,43.4,Stormy
804977,2024-10-01 01:09:00,Rohtak,25.7,39.7,9.9,55.4,Clear
804978,2023-11-01 00:44:00,Itanagar,43.3,57.9,10.8,90.6,Rainy
804979,2024-08-06 11:01:00,Aizawl,26.8,40.4,1.5,82.5,Stormy
804980,2024-09-24 17:14:00,Gaya,44.6,8.5,22.3,35.8,Foggy
804981,2023-02-22 10:31:00,Hisar,39.6,87.6,15.7,31.2,Rainy
804982,2023-07-22 09:01:00,Belgaum,12.3,31.6,24.5,82.9,Clear
804983,2023-09-08 15:00:00,Anantapur,13,81.5,21.2,91.9,Stormy
804984,2023-04-17 03:46:00,Visakhapatnam,28.2,86.9,35,61.9,Rainy
804985,2024-03-28 06:28:00,Anantapur,26.2,37,17.9,48.5,Cloudy
804986,2023-05-04 05:49:00,Satna,42.9,4.6,10.8,89.9,Foggy
804987,2023-05-12 20:38:00,Gandhinagar,40.8,53.6,22.3,68.3,Foggy
804988,2023-03-20 20:50:00,Kakinada,38.6,49.3,23.8,88.6,Clear
804989,2024-06-21 11:24:00,Kota,30.4,49.7,23.8,33.9,Foggy
804990,2024-04-26 08:15:00,Kakinada,29.5,36.9,13.8,92.1,Foggy
804991,2023-06-27 18:38:00,Amaravati,41.6,5.8,2.2,46.5,Rainy
804992,2023-05-15 16:59:00,Bhagalpur,22.8,65.9,16.1,58.1,Foggy
804993,2024-03-03 18:37:00,Coimbatore,39.5,20,20.6,41.5,Foggy
804994,2023-05-18 17:37:00,Srinagar,18.8,17.9,11.8,64.4,Foggy
804995,2024-03-17 12:46:00,Navi Mumbai,29.5,43.9,3.5,61.1,Stormy
804996,2025-01-12 00:26:00,Rohtak,25.3,23.5,33.5,81.9,Stormy
804997,2024-02-19 15:44:00,Chennai,28.9,13.3,20.4,64.3,Foggy
804998,2023-07-22 13:52:00,Bilaspur,19.1,3.9,34.7,48.1,Foggy
804999,2024-03-05 04:30:00,Jabalpur,31.9,62.2,24.4,73,Rainy
805000,2024-06-12 14:47:00,Porbandar,17.9,1.6,23.9,47,Foggy
805001,2024-10-25 13:40:00,Vasai,20.8,48.6,18.8,70.9,Foggy
805002,2025-01-17 01:00:00,Mangalore,36.7,65.3,32.8,72.1,Stormy
805003,2023-06-14 12:04:00,Rajkot,37.6,48.9,26.9,72,Stormy
805004,2023-04-24 21:47:00,Darbhanga,38.7,61.2,8.9,42.8,Rainy
805005,2023-05-02 07:00:00,Guwahati,16.7,11.1,24.7,89.4,Foggy
805006,2024-12-21 17:02:00,Kolkata,16,4.1,36.7,83.7,Cloudy
805007,2023-10-09 16:55:00,Guntur,10.2,62.4,12.6,76.3,Clear
805008,2024-09-03 02:58:00,Thane,11.1,34.5,18.3,53.7,Stormy
805009,2023-12-08 15:29:00,Gandhinagar,21.6,69.8,31.9,47.7,Clear
805010,2024-07-10 03:19:00,Tirupati,28.7,27.2,11.8,90.4,Clear
805011,2023-07-04 02:24:00,Meerut,10.1,93.8,17,89.6,Cloudy
805012,2023-02-03 16:04:00,Gandhinagar,24.5,76.1,27,49.4,Cloudy
805013,2023-07-29 05:53:00,Patna,18,66.5,20.8,71.7,Rainy
805014,2024-01-25 16:22:00,Lucknow,43.6,54.7,3.3,57.1,Rainy
805015,2024-07-05 02:19:00,Dehradun,42.7,48,26.1,61.2,Rainy
805016,2024-07-05 05:51:00,Ambala,24.1,22.2,30.8,69.5,Clear
805017,2025-01-23 23:35:00,Aligarh,22.4,3.5,9.7,45.4,Clear
805018,2025-02-23 14:52:00,Tirupati,13.5,62.7,21.6,35.9,Stormy
805019,2025-04-08 00:14:00,Tuticorin,26.3,55.6,32.5,30.8,Foggy
805020,2025-01-24 05:44:00,Dehradun,25.5,52.5,14.7,68.2,Stormy
805021,2024-07-08 15:16:00,Aizawl,40.4,39.8,18.3,33.6,Cloudy
805022,2023-05-09 23:44:00,Anantapur,19.9,25.9,8,40.7,Stormy
805023,2025-03-21 13:10:00,Ajmer,28.5,25.7,11.5,79.2,Cloudy
805024,2023-05-19 09:12:00,Rohtak,15.3,20.8,22.2,42.7,Clear
805025,2023-04-26 07:55:00,Guwahati,39,55.2,0.6,48.8,Rainy
805026,2023-02-19 01:09:00,Bathinda,23,83.3,6.1,42.7,Clear
805027,2024-08-18 21:46:00,Hubli,28.7,11.3,13.9,32.9,Clear
805028,2023-05-18 07:03:00,Lucknow,32.6,2,21.3,63.1,Stormy
805029,2023-04-09 18:21:00,Dehradun,42.4,6.9,18.1,84.3,Cloudy
805030,2023-05-03 16:50:00,Berhampur,10.5,97.4,3.6,38.7,Foggy
805031,2024-08-08 08:46:00,Mangalore,20.4,76.5,36.8,74.9,Cloudy
805032,2025-02-12 10:12:00,Vadodara,29.8,55.2,32.6,77.8,Rainy
805033,2024-05-04 01:22:00,Visakhapatnam,38.5,61.5,17.8,49.9,Foggy
805034,2023-09-03 15:25:00,Aligarh,40.8,68.1,7.5,87.4,Stormy
805035,2024-05-09 22:27:00,Faridabad,37.3,35.2,4.3,41.6,Foggy
805036,2025-01-26 15:51:00,Chennai,39.3,76.3,3.5,87.1,Rainy
805037,2023-03-02 14:44:00,Mumbai,27.7,67.4,0.2,92.8,Clear
805038,2024-06-04 12:53:00,Rohtak,24.5,39.4,13.3,32.9,Stormy
805039,2024-10-05 09:46:00,Tuticorin,14.6,86.8,33.6,69.9,Cloudy
805040,2023-10-26 15:23:00,Allahabad,26.7,59,33.1,66.7,Clear
805041,2023-05-01 13:01:00,Aurangabad,12.5,17.9,37.2,60.5,Cloudy
805042,2024-10-21 00:52:00,Amritsar,35.4,40.2,26.8,90.8,Rainy
805043,2023-01-31 19:50:00,Meerut,14.5,44,8.2,40.7,Clear
805044,2024-05-16 22:35:00,Faridabad,34,61,21.1,44.1,Clear
805045,2025-02-12 17:14:00,Ajmer,29.7,89.1,17.9,82.9,Stormy
805046,2024-06-10 07:51:00,Cuttack,34.7,73.7,36.8,70.5,Clear
805047,2023-01-07 11:36:00,Karnal,34.4,74.3,21.6,63.3,Foggy
805048,2023-06-09 02:42:00,Ujjain,38.7,22.8,23.5,35.8,Cloudy
805049,2024-08-10 12:04:00,Vijayawada,19.9,56.1,1,67.3,Clear
805050,2025-02-15 17:34:00,Shimla,12.2,3.5,26.6,66.7,Cloudy
805051,2024-12-04 06:06:00,Gwalior,44.4,2.2,8.9,37.4,Stormy
805052,2024-04-03 12:24:00,Gwalior,34.8,56.5,17.3,42,Cloudy
805053,2023-09-25 19:36:00,Kalyan,14.6,14.3,28.7,43.2,Foggy
805054,2024-04-19 05:22:00,Surat,30,99.8,7.7,79.9,Foggy
805055,2023-10-23 01:29:00,Warangal,44.3,71.1,2,88.5,Clear
805056,2024-06-23 03:41:00,Durgapur,21.5,83.2,29.7,49,Foggy
805057,2023-06-22 05:57:00,Siliguri,36.7,22.9,9.6,50,Rainy
805058,2023-06-30 08:23:00,Hisar,31.1,72.5,12.9,30.9,Rainy
805059,2023-06-21 19:52:00,Allahabad,14.8,96.9,23,52.8,Stormy
805060,2024-01-26 09:20:00,Tirunelveli,32.4,68.9,16.6,76.6,Rainy
805061,2024-01-16 19:20:00,Hisar,13.3,45.8,31.2,45.9,Foggy
805062,2023-11-12 20:59:00,Hosur,13.7,59.4,30.7,38.4,Cloudy
805063,2024-05-31 21:57:00,Dharwad,13.7,21.5,8.4,45.8,Cloudy
805064,2023-09-15 02:49:00,Kollam,12.4,22.2,34.2,79.2,Foggy
805065,2024-01-29 03:22:00,Berhampur,19.3,55.2,1.3,68.4,Cloudy
805066,2024-05-17 20:11:00,Aizawl,16.6,38.5,2.8,45.6,Foggy
805067,2024-03-25 12:09:00,Gandhinagar,25.9,16.5,34.6,32.2,Stormy
805068,2025-03-28 08:55:00,Solapur,13.9,97.7,21.6,74.9,Clear
805069,2023-05-08 17:51:00,Faridabad,19,57.9,6,93.7,Clear
805070,2023-06-17 19:32:00,Varanasi,23.3,64.5,5.6,92.4,Rainy
805071,2024-10-20 02:09:00,Rourkela,36.1,10.6,14.3,70.8,Clear
805072,2023-08-24 04:42:00,Chennai,20.2,37.4,21.6,77.1,Rainy
805073,2024-06-28 07:38:00,Kalyan,12,99.3,11.6,69.6,Foggy
805074,2024-09-11 01:44:00,Noida,15.2,31.4,14.4,45.4,Rainy
805075,2023-02-23 18:36:00,Karimnagar,16.2,64.4,15.7,55.9,Rainy
805076,2023-08-02 18:11:00,Ajmer,39.8,67.5,4.7,67,Rainy
805077,2024-09-09 05:55:00,Guntur,24.4,8.6,33.9,92.6,Rainy
805078,2023-03-29 22:27:00,Noida,39.4,33.5,25.6,48.4,Foggy
805079,2023-05-05 02:43:00,Jhansi,19.6,10.3,0.3,94.6,Stormy
805080,2024-01-09 01:44:00,Salem,43.5,79.4,32.1,57.1,Stormy
805081,2025-04-10 12:55:00,Rourkela,16.3,56.9,3.6,47.5,Cloudy
805082,2024-10-04 01:56:00,Mumbai,33.8,40.7,25.3,37.2,Foggy
805083,2023-06-02 19:51:00,Amritsar,30.9,41,19.3,81.1,Rainy
805084,2024-07-18 06:51:00,Bilaspur,34.6,10.9,35,31.6,Stormy
805085,2023-07-25 08:10:00,Mysuru,33.2,62.2,22.4,46.2,Rainy
805086,2023-10-05 00:41:00,Jodhpur,33.3,60,37.9,66.4,Foggy
805087,2024-06-25 05:32:00,Shillong,18.4,81.9,5,58.9,Stormy
805088,2023-11-18 21:01:00,Silchar,36.4,18.5,13.2,42.8,Foggy
805089,2024-09-28 20:01:00,Darbhanga,44.4,20.3,1.4,39.9,Clear
805090,2024-01-11 23:23:00,Kurukshetra,44.8,89.7,25.1,85.3,Foggy
805091,2025-04-07 04:47:00,Guwahati,14.6,57.7,33.4,53.7,Cloudy
805092,2024-03-17 06:58:00,Hubli,36.5,69.9,35.5,32.5,Rainy
805093,2024-12-04 01:38:00,Faridabad,21.8,31.5,35.8,86.8,Rainy
805094,2024-01-07 04:33:00,Vizhinjam,43.8,46.9,7,59,Rainy
805095,2023-04-10 02:24:00,Berhampur,30.6,54.4,13.1,79.2,Foggy
805096,2023-03-29 13:51:00,Bareilly,38.8,28.7,22.1,66.5,Cloudy
805097,2023-09-29 08:04:00,Allahabad,43.1,94.2,8.7,54.8,Stormy
805098,2023-06-01 12:42:00,Lucknow,14.1,30.7,2.4,35.4,Stormy
805099,2024-09-10 13:13:00,Amaravati,44.4,13.7,1.3,86.5,Clear
805100,2024-09-02 14:06:00,Tiruchirappalli,40.4,87.1,24.7,93.5,Cloudy
805101,2024-11-08 17:00:00,Jamshedpur,11.3,24.9,21.1,84.7,Rainy
805102,2024-09-12 14:42:00,Lucknow,17.5,41.1,13.6,93.7,Cloudy
805103,2023-12-29 12:31:00,Tiruchirappalli,12.1,20.9,28.3,80.7,Stormy
805104,2024-12-19 01:24:00,Pune,32.6,76.1,11.2,35.6,Clear
805105,2023-05-26 15:04:00,Meerut,24.5,32.9,18.8,94.1,Foggy
805106,2023-01-31 12:32:00,Dhanbad,30.3,47.6,32.5,37.8,Rainy
805107,2025-03-06 14:27:00,Imphal,33,98.1,26.3,75,Stormy
805108,2023-09-14 05:26:00,Ghaziabad,37.1,38.8,28.1,69.8,Clear
805109,2024-12-11 13:00:00,Gwalior,44.8,84.9,6.9,35.9,Stormy
805110,2023-10-22 15:34:00,Ghaziabad,16.6,32.9,25.8,69.1,Cloudy
805111,2024-05-26 11:04:00,Bhopal,11.6,6,36.6,35.3,Rainy
805112,2023-11-19 06:50:00,Paradip,33.1,3.3,14,69,Clear
805113,2023-02-06 19:37:00,Thane,31.4,21.1,36.8,41.6,Clear
805114,2023-04-21 22:27:00,Ajmer,27.5,56,16.6,35.9,Rainy
805115,2025-02-04 17:59:00,Vijayawada,44.7,21.1,1.5,65,Clear
805116,2023-10-09 07:49:00,Bengaluru,34.9,79.6,22.2,50.1,Rainy
805117,2024-12-08 04:12:00,Chennai,11.1,87.7,25.7,87.1,Cloudy
805118,2025-01-23 02:56:00,Ranchi,33.2,60.8,27.9,38.6,Clear
805119,2024-01-04 12:16:00,Asansol,26.2,13.4,6.7,65.8,Rainy
805120,2023-10-06 06:12:00,Bhagalpur,26.2,78.6,36.2,35.1,Cloudy
805121,2024-04-25 23:06:00,Vizhinjam,39.8,7,38.5,38.2,Stormy
805122,2024-12-06 08:24:00,Bilaspur,18.2,27.5,3.3,42,Rainy
805123,2025-04-10 14:03:00,Kalyan,20.3,44.9,39.1,69.1,Clear
805124,2024-02-01 09:08:00,Warangal,33.3,73.6,38,65.3,Foggy
805125,2024-08-25 12:30:00,Tiruchirappalli,39.7,93.6,25.7,93.8,Rainy
805126,2024-06-24 21:28:00,Solapur,18.2,17.4,35.4,61,Rainy
805127,2023-07-13 09:12:00,Kurukshetra,33,20.2,14.2,62.7,Cloudy
805128,2024-11-22 01:27:00,Paradip,43.8,55.7,14.2,58.6,Clear
805129,2023-10-30 09:18:00,Durgapur,11,36.8,8.2,38.4,Foggy
805130,2023-03-26 05:55:00,Meerut,37.9,50.4,6.7,82.9,Cloudy
805131,2025-02-11 20:21:00,Nashik,19.5,85.1,18.4,58.3,Stormy
805132,2023-02-06 07:37:00,Jodhpur,28.2,43,17,55.3,Cloudy
805133,2024-05-19 22:14:00,Vasai,22.8,19.7,33.8,82.9,Foggy
805134,2025-02-19 22:25:00,Srinagar,39.6,93.6,24.4,83.8,Clear
805135,2023-01-04 14:42:00,Patna,12,84.8,8.2,67.9,Foggy
805136,2024-05-22 20:02:00,Shimla,31.6,56.4,0.5,57.2,Clear
805137,2023-09-03 19:43:00,Jodhpur,11.5,88.4,10.2,77.8,Stormy
805138,2024-11-14 21:51:00,Panaji,23.2,51,10.4,83.9,Stormy
805139,2023-08-03 21:20:00,Satna,12,53.5,20,81.7,Stormy
805140,2023-07-31 05:15:00,Ranchi,31.7,22,14.6,60.6,Rainy
805141,2024-06-02 16:32:00,Kurukshetra,43.6,94,11.6,65.3,Stormy
805142,2024-03-04 00:30:00,Raipur,15.4,96,27.3,46.6,Cloudy
805143,2023-06-03 22:11:00,Kurukshetra,34.4,6.3,2.1,63,Cloudy
805144,2024-05-08 03:47:00,Panipat,33.5,50.4,10.4,76.7,Stormy
805145,2023-06-14 09:02:00,Tirupati,22.9,30.1,38.8,45.3,Cloudy
805146,2023-03-03 11:23:00,Amaravati,18.8,91.6,33.4,72.8,Clear
805147,2024-03-19 04:35:00,Gandhinagar,14,81.3,4.4,54.2,Rainy
805148,2023-07-25 18:02:00,Bathinda,21.3,34.2,9.8,66.5,Cloudy
805149,2023-07-28 19:34:00,Pimpri-Chinchwad,28.8,71.3,2,87.9,Cloudy
805150,2023-03-12 01:28:00,Varanasi,33.2,79.4,6.1,44.8,Rainy
805151,2024-06-23 17:43:00,Solapur,14.9,56.1,33.4,51,Cloudy
805152,2023-08-22 03:42:00,Gangtok,31.9,68.6,34.3,56.8,Foggy
805153,2024-03-05 01:22:00,Bhopal,40.8,40.5,35.3,74.1,Stormy
805154,2024-11-19 15:20:00,Nagpur,36.4,79.9,6.8,30.1,Rainy
805155,2024-11-03 06:57:00,Chennai,14.1,74.7,37.8,90,Cloudy
805156,2023-02-27 02:40:00,Panipat,43.2,64.1,0.6,64.8,Rainy
805157,2023-05-05 20:08:00,Karimnagar,23.8,53.4,25.2,45.3,Foggy
805158,2024-05-08 07:38:00,Madurai,26.8,97.4,8.1,82.1,Cloudy
805159,2025-03-22 12:46:00,Itanagar,17.5,50.5,19.4,83.9,Rainy
805160,2025-03-06 08:33:00,Anantapur,10.6,96.1,37.2,69.2,Foggy
805161,2024-06-26 03:36:00,Raipur,38.5,59,6.8,73.9,Stormy
805162,2024-06-15 20:40:00,Shimla,16.7,35.6,30.5,62.2,Rainy
805163,2024-09-24 09:08:00,Aizawl,20.7,49.4,4.7,90.5,Foggy
805164,2023-06-03 18:32:00,Bilaspur,13.7,76.4,29.4,91.8,Cloudy
805165,2023-04-12 17:47:00,Gaya,39.6,56.5,14.2,41.5,Clear
805166,2024-08-18 08:15:00,Belgaum,34.1,35,4.1,37,Foggy
805167,2024-02-20 17:56:00,Shillong,24.9,48.5,13.8,74.5,Clear
805168,2023-12-12 14:55:00,Navi Mumbai,19.1,52.6,39.2,85.9,Rainy
805169,2023-04-15 05:30:00,Hubli,13.6,94.4,2.3,43.3,Rainy
805170,2025-03-20 09:20:00,Allahabad,22.4,37.4,4.7,62,Rainy
805171,2024-06-11 05:03:00,Warangal,20.5,75.1,17.8,83.7,Foggy
805172,2024-09-07 02:40:00,Muzaffarpur,30.2,74.1,8.3,65.4,Clear
805173,2023-11-09 16:34:00,Aligarh,14.8,41.7,23.5,57.4,Stormy
805174,2024-08-10 22:28:00,Meerut,43.8,41.4,6,78.9,Cloudy
805175,2023-05-01 13:11:00,Chennai,10.3,69.3,7.5,30.3,Stormy
805176,2024-02-26 06:27:00,Delhi,14.6,15.3,7.2,31.1,Clear
805177,2025-02-21 18:16:00,Jaipur,19.6,61.4,11.2,68.9,Cloudy
805178,2024-03-11 03:43:00,Guwahati,20,81.3,14.6,72.3,Stormy
805179,2025-03-18 12:07:00,Srinagar,38.1,20.9,35.7,87.5,Foggy
805180,2024-04-08 11:09:00,Navi Mumbai,29.3,42.5,26.3,94.7,Clear
805181,2025-02-09 10:23:00,Bathinda,24.5,61.9,25.9,71.5,Stormy
805182,2023-12-26 06:16:00,Nanded,17.9,3.4,16.7,40.9,Stormy
805183,2023-09-02 07:14:00,Jodhpur,18.4,97.1,33.7,69.5,Clear
805184,2024-05-25 15:38:00,Vadodara,26,59.1,32.9,70.9,Stormy
805185,2024-11-07 01:42:00,Vadodara,39.2,84.5,25.8,53.3,Stormy
805186,2023-03-26 12:35:00,Salem,29,75.8,7.4,79.2,Cloudy
805187,2024-12-08 06:57:00,Mumbai,23.8,81.8,13.9,56.1,Foggy
805188,2023-07-09 05:46:00,Chennai,43.2,70.2,28.1,65,Foggy
805189,2023-11-26 07:48:00,Dehradun,27.5,20.3,21.7,76.7,Stormy
805190,2024-03-19 14:58:00,Dehradun,22.6,19.9,17.6,94.4,Cloudy
805191,2024-08-23 11:44:00,Vijayawada,23.4,44.7,3.5,45.3,Rainy
805192,2023-01-29 23:23:00,Ranchi,14.2,82.6,28.5,69.3,Rainy
805193,2024-12-04 01:19:00,Solapur,35.3,21.5,18.3,43.3,Clear
805194,2024-11-08 20:26:00,Lucknow,31,91.5,1,88.2,Stormy
805195,2025-03-28 21:02:00,Nagpur,38,78.5,13.3,85.4,Rainy
805196,2024-09-23 11:12:00,Tiruchirappalli,39.2,0.2,29.6,68.2,Foggy
805197,2024-09-03 14:25:00,Kalyan,11.9,41.1,3.4,31.8,Clear
805198,2023-10-21 07:41:00,Noida,16.3,80.8,16,73.1,Foggy
805199,2024-12-05 09:01:00,Gandhinagar,21.3,74.7,11.9,80.5,Rainy
805200,2023-02-11 17:11:00,Hubli,18.3,80.9,24,79.2,Cloudy
805201,2024-05-05 21:12:00,Bokaro,14.4,12.4,32.3,81.6,Rainy
805202,2024-05-27 15:22:00,Dehradun,42.7,75.7,0.3,64.5,Rainy
805203,2023-12-26 07:36:00,Paradip,16.8,86.6,14.4,44.6,Stormy
805204,2023-08-17 09:13:00,Moradabad,16.1,71,24.7,70.2,Clear
805205,2024-09-15 02:55:00,Hubli,43.9,20.6,31.9,73.7,Clear
805206,2023-02-21 23:49:00,Siliguri,12.1,70.7,13.4,86.2,Rainy
805207,2024-12-06 16:09:00,Gangtok,35.3,77,16.9,50.7,Stormy
805208,2023-04-16 17:09:00,Kohima,33,97.4,5.3,40.3,Rainy
805209,2024-02-05 21:55:00,Siliguri,18.8,71.7,29.5,88.4,Clear
805210,2023-03-11 05:58:00,Bokaro,40.1,62.2,39,71.9,Foggy
805211,2024-08-06 06:55:00,Anantapur,26.5,34.6,9.3,58.3,Foggy
805212,2023-11-06 13:34:00,Amritsar,26.8,46.5,14.8,79.4,Clear
805213,2024-01-23 03:34:00,Asansol,37.9,3.8,4.3,57.4,Rainy
805214,2024-08-04 22:10:00,Ghaziabad,37.1,31.7,11.2,72.5,Rainy
805215,2023-08-20 14:03:00,Dharwad,18,25.1,39,40.8,Foggy
805216,2023-01-13 03:33:00,Rajkot,13,71.2,4.2,50.2,Rainy
805217,2023-10-26 21:48:00,Nashik,34.3,56.5,29,82.1,Foggy
805218,2024-10-22 13:08:00,Rohtak,16.5,2,11.8,90.7,Stormy
805219,2023-09-02 20:58:00,Gandhinagar,17.8,49.5,30.8,66.1,Cloudy
805220,2023-08-03 17:09:00,Cuttack,28.2,28.2,28.5,56.3,Stormy
805221,2023-03-03 01:51:00,Hyderabad,41.5,63.3,27.5,43.3,Stormy
805222,2024-03-08 22:14:00,Nellore,35.3,26.1,12.3,30.5,Foggy
805223,2023-12-08 02:56:00,Ahmedabad,28,46.2,24.5,48.2,Rainy
805224,2025-02-09 14:10:00,Belgaum,29,12.7,14.7,75.6,Cloudy
805225,2023-08-07 00:49:00,Kolkata,41.6,59.2,13.8,90.2,Stormy
805226,2024-05-10 00:06:00,Karimnagar,21.2,43.5,39.1,32.7,Stormy
805227,2023-04-16 14:04:00,Muzaffarpur,41.1,43.1,11.1,82,Clear
805228,2023-02-08 23:44:00,Aligarh,16.3,93,13.7,46.3,Clear
805229,2024-04-02 23:50:00,Cuttack,28.6,21.7,16.9,43.9,Rainy
805230,2023-06-24 10:32:00,Moradabad,16.2,31.1,21.6,87.2,Clear
805231,2023-07-27 17:26:00,Dharwad,38.1,74.7,10.9,50.7,Clear
805232,2023-12-28 00:38:00,Panipat,40.7,8.5,3.7,67.3,Rainy
805233,2023-12-08 23:42:00,Rajkot,19.3,88.8,20.8,46.6,Rainy
805234,2023-06-15 18:23:00,Navi Mumbai,12.8,31.8,13.3,40.9,Foggy
805235,2023-12-11 13:35:00,Varanasi,13.5,95.6,26.5,70.7,Cloudy
805236,2023-12-08 04:35:00,Durgapur,16.8,51.2,16,70.5,Rainy
805237,2024-06-17 11:51:00,Kota,12.9,13.3,6.2,48.6,Rainy
805238,2023-12-11 06:18:00,Saharanpur,10.9,86.2,38.3,84.3,Stormy
