Session_ID,Station_ID,Vehicle_ID,Start_Time,End_Time,Energy_Consumed_kWh,Payment_Amount,Charging_Mode,Session_Status
902715,18470,63776,2024-09-05 15:17:00,2024-09-05 18:13:00,8.8,155.78,Fast,Completed
902716,24909,66393,2023-01-29 19:40:00,2023-01-29 20:48:00,37.3,459.11,Fast,Interrupted
902717,11551,58956,2024-09-14 05:30:00,2024-09-14 06:50:00,49.07,1218.98,Normal,Scheduled
902718,25274,55736,2023-09-10 08:58:00,2023-09-10 09:36:00,17.65,310.61,Trickle,Scheduled
902719,22307,58397,2024-10-16 21:40:00,2024-10-16 23:17:00,17.96,207.23,Normal,Interrupted
902720,12135,66670,2024-09-13 00:18:00,2024-09-13 01:48:00,30.3,559.26,Fast,Completed
902721,13989,64882,2024-03-07 15:47:00,2024-03-07 16:34:00,18.53,343.15,Normal,Scheduled
902722,29778,69385,2023-05-03 21:53:00,2023-05-04 00:39:00,24.88,532.26,Trickle,Scheduled
902723,20581,61394,2023-11-15 00:19:00,2023-11-15 03:04:00,45.5,995.62,Normal,Interrupted
902724,24912,67855,2023-09-11 23:40:00,2023-09-12 02:24:00,34.14,827.55,Trickle,Interrupted
902725,21077,58418,2024-04-10 20:19:00,2024-04-10 21:06:00,22.53,500.92,Normal,Completed
902726,26067,54241,2023-05-04 14:29:00,2023-05-04 15:08:00,41.07,487.54,Normal,Interrupted
902727,21002,56319,2024-07-14 20:20:00,2024-07-14 23:07:00,40.8,877.31,Fast,Scheduled
902728,16550,51112,2023-09-04 08:02:00,2023-09-04 09:14:00,37.2,586.31,Fast,Scheduled
902729,26285,58288,2023-04-07 15:00:00,2023-04-07 15:41:00,37.26,796.47,Normal,Interrupted
902730,26356,59630,2023-10-29 04:15:00,2023-10-29 04:55:00,11.96,213.61,Trickle,Scheduled
902731,26087,62267,2024-09-19 20:45:00,2024-09-19 21:59:00,52.97,828.67,Fast,Scheduled
902732,25281,60727,2023-10-08 15:40:00,2023-10-08 17:55:00,13.24,196.21,Fast,Completed
902733,15750,51263,2025-04-11 12:35:00,2025-04-11 15:09:00,18.22,357.76,Fast,Completed
902734,15953,54156,2023-10-31 06:58:00,2023-10-31 08:36:00,40.1,487.68,Normal,Completed
902735,15497,69456,2023-01-26 04:40:00,2023-01-26 07:07:00,46.14,858.51,Fast,Completed
902736,17149,60110,2023-10-29 11:19:00,2023-10-29 13:11:00,53.61,1318.68,Fast,Interrupted
902737,10421,65190,2023-05-07 17:29:00,2023-05-07 19:00:00,32.72,680.33,Trickle,Interrupted
902738,14845,56107,2024-08-18 13:20:00,2024-08-18 14:38:00,50.6,1165.9,Fast,Scheduled
902739,20213,68611,2023-04-02 18:16:00,2023-04-02 20:32:00,42.99,1054.95,Normal,Scheduled
902740,24339,68904,2024-08-21 13:18:00,2024-08-21 15:30:00,46.17,611.32,Trickle,Scheduled
902741,26640,56319,2025-03-19 12:06:00,2025-03-19 13:51:00,43.32,628.85,Trickle,Scheduled
902742,17250,68297,2024-06-17 20:31:00,2024-06-17 21:36:00,15.19,302.6,Fast,Scheduled
902743,14222,62584,2024-07-21 12:30:00,2024-07-21 13:48:00,48.56,558.09,Fast,Completed
902744,12351,64451,2024-05-10 19:23:00,2024-05-10 21:36:00,49.08,567.69,Fast,Scheduled
902745,29614,52915,2024-04-12 21:55:00,2024-04-13 00:34:00,23.63,324.21,Normal,Scheduled
902746,15642,65723,2024-08-01 15:24:00,2024-08-01 17:33:00,22.39,477.87,Normal,Scheduled
902747,15998,63613,2025-02-28 14:43:00,2025-02-28 15:45:00,59.8,800.59,Trickle,Scheduled
902748,10807,62133,2023-03-02 11:49:00,2023-03-02 12:37:00,55.71,999.48,Normal,Completed
902749,18521,58158,2024-05-23 02:38:00,2024-05-23 03:25:00,22.14,447.09,Fast,Interrupted
902750,14842,54437,2023-02-05 16:09:00,2023-02-05 18:25:00,30.22,700.76,Trickle,Interrupted
902751,23469,51385,2024-07-02 18:21:00,2024-07-02 19:58:00,37.66,874.91,Normal,Completed
902752,11118,57052,2024-04-08 18:23:00,2024-04-08 19:09:00,12.99,287.65,Trickle,Scheduled
902753,12760,59553,2023-10-01 18:11:00,2023-10-01 18:47:00,43.84,539.54,Trickle,Scheduled
902754,17569,69673,2023-08-11 10:59:00,2023-08-11 12:33:00,51.92,586.39,Trickle,Completed
902755,13738,60214,2023-03-03 11:20:00,2023-03-03 13:51:00,42.64,909.88,Trickle,Scheduled
902756,13323,68467,2023-11-13 16:57:00,2023-11-13 19:36:00,36.44,538.44,Fast,Interrupted
902757,16880,50987,2024-03-08 14:45:00,2024-03-08 17:12:00,5.1,58.95,Trickle,Completed
902758,24490,61383,2024-12-07 09:11:00,2024-12-07 10:08:00,35.53,385.08,Fast,Completed
902759,10909,64708,2024-04-08 22:00:00,2024-04-09 00:42:00,31.64,619.69,Trickle,Completed
902760,21655,59780,2023-03-31 01:51:00,2023-03-31 03:30:00,56.35,743.25,Normal,Interrupted
902761,14993,60264,2023-12-09 02:29:00,2023-12-09 04:01:00,14.09,223.31,Fast,Interrupted
902762,16137,61597,2023-08-06 20:33:00,2023-08-06 21:48:00,10.37,115.4,Normal,Scheduled
902763,13458,60067,2024-08-07 03:20:00,2024-08-07 05:03:00,59.89,762.81,Normal,Scheduled
902764,25191,59434,2023-04-25 08:45:00,2023-04-25 10:29:00,41.15,740.67,Normal,Interrupted
902765,21712,68817,2023-04-24 15:52:00,2023-04-24 17:28:00,35.58,655.76,Normal,Completed
902766,15854,57198,2023-09-23 01:37:00,2023-09-23 02:10:00,25.55,463.23,Fast,Scheduled
902767,14159,66548,2024-08-16 14:49:00,2024-08-16 16:56:00,11.12,174.69,Normal,Scheduled
902768,27063,56115,2023-10-02 16:22:00,2023-10-02 17:51:00,5.48,88.63,Normal,Scheduled
902769,25284,54681,2023-10-22 03:24:00,2023-10-22 06:22:00,35.52,504.16,Trickle,Completed
902770,20706,56869,2025-01-09 23:38:00,2025-01-10 00:15:00,16.55,212.56,Trickle,Scheduled
902771,28151,67597,2023-10-26 15:51:00,2023-10-26 16:39:00,32.4,337.25,Normal,Interrupted
902772,27399,51494,2024-04-18 20:47:00,2024-04-18 21:56:00,17.26,376.66,Fast,Completed
902773,28054,57612,2024-09-01 13:23:00,2024-09-01 15:24:00,42.9,455.27,Fast,Completed
902774,28258,53879,2024-12-04 13:31:00,2024-12-04 14:33:00,48.34,1062.53,Fast,Interrupted
902775,16838,69536,2023-07-20 20:56:00,2023-07-20 22:24:00,39.71,971.7,Normal,Interrupted
902776,23542,57670,2025-02-08 21:09:00,2025-02-08 22:43:00,21.67,453.78,Normal,Scheduled
902777,20907,59232,2024-03-14 22:27:00,2024-03-15 01:08:00,34.5,484.1,Fast,Scheduled
902778,11207,68856,2023-02-19 03:58:00,2023-02-19 04:30:00,5.27,102.63,Normal,Completed
902779,15020,58537,2025-03-12 09:57:00,2025-03-12 12:23:00,17.46,216.28,Fast,Completed
902780,18751,50675,2025-03-16 10:52:00,2025-03-16 13:28:00,30.35,533.38,Fast,Completed
902781,27110,66933,2023-05-26 16:59:00,2023-05-26 19:27:00,49.74,1017.81,Trickle,Scheduled
902782,26810,64124,2023-03-14 06:26:00,2023-03-14 09:12:00,27.66,352.38,Trickle,Completed
902783,11525,63077,2025-03-28 14:47:00,2025-03-28 17:16:00,41.02,732.14,Normal,Completed
902784,15940,65097,2023-07-29 14:52:00,2023-07-29 16:00:00,16.94,375.12,Fast,Scheduled
902785,25607,50681,2023-12-05 05:02:00,2023-12-05 08:01:00,43.37,966.35,Normal,Interrupted
902786,13073,67422,2023-12-29 12:37:00,2023-12-29 15:14:00,10.4,212.76,Trickle,Completed
902787,21555,54887,2024-10-27 21:04:00,2024-10-27 23:27:00,22.07,266.96,Fast,Interrupted
902788,26301,57141,2023-06-27 12:40:00,2023-06-27 14:13:00,48.06,896.44,Fast,Interrupted
902789,24428,65786,2023-02-25 09:46:00,2023-02-25 10:33:00,52.53,1082.44,Normal,Scheduled
902790,28716,69653,2023-07-14 09:07:00,2023-07-14 11:07:00,57.63,732.12,Fast,Interrupted
902791,21726,55306,2023-09-27 10:03:00,2023-09-27 11:25:00,10.72,206.58,Fast,Scheduled
902792,24327,54825,2024-04-29 16:49:00,2024-04-29 19:16:00,23.27,373.19,Fast,Scheduled
902793,19234,62009,2025-01-10 20:09:00,2025-01-10 22:51:00,48.93,611.74,Trickle,Interrupted
902794,16246,65910,2024-11-29 20:16:00,2024-11-29 21:39:00,8.92,207.4,Fast,Scheduled
902795,20895,65864,2025-02-27 12:03:00,2025-02-27 12:41:00,12.24,243.61,Trickle,Completed
902796,16897,59988,2023-06-15 16:55:00,2023-06-15 17:57:00,5.64,109.49,Fast,Interrupted
902797,21951,62068,2023-06-03 22:18:00,2023-06-03 23:41:00,18.49,338.17,Fast,Interrupted
902798,18924,51545,2025-02-04 02:06:00,2025-02-04 03:10:00,55.94,737.62,Trickle,Interrupted
902799,15948,59306,2024-12-28 11:02:00,2024-12-28 13:17:00,40.39,659.92,Trickle,Scheduled
902800,10483,67944,2024-08-23 04:51:00,2024-08-23 07:25:00,54.97,637.43,Trickle,Scheduled
902801,13872,57540,2023-02-15 02:39:00,2023-02-15 04:50:00,21.21,334.08,Fast,Scheduled
902802,22840,63592,2024-05-25 18:10:00,2024-05-25 20:47:00,28.85,547.71,Trickle,Interrupted
902803,26279,50388,2024-05-04 02:59:00,2024-05-04 04:25:00,34.42,652.56,Trickle,Completed
902804,22889,57102,2023-08-20 12:58:00,2023-08-20 14:37:00,25.6,395.2,Fast,Interrupted
902805,26294,54414,2023-07-07 21:03:00,2023-07-07 23:38:00,6.3,72.54,Normal,Scheduled
902806,29906,61529,2023-05-04 05:32:00,2023-05-04 07:45:00,30.49,458.01,Fast,Completed
902807,23609,59022,2023-12-02 05:15:00,2023-12-02 07:24:00,32.7,347.69,Trickle,Scheduled
902808,21885,61581,2023-12-29 04:48:00,2023-12-29 07:07:00,43.28,658.14,Normal,Completed
902809,26898,54964,2023-07-06 17:52:00,2023-07-06 18:39:00,50.84,940.58,Normal,Scheduled
902810,25089,59221,2024-06-30 22:31:00,2024-06-30 23:50:00,34.44,718.22,Fast,Scheduled
902811,15233,53743,2025-03-03 11:30:00,2025-03-03 14:17:00,43.77,881.1,Fast,Interrupted
902812,29797,60538,2025-03-29 00:29:00,2025-03-29 01:11:00,49.57,525.53,Normal,Completed
902813,20988,67479,2023-10-05 00:26:00,2023-10-05 01:01:00,36.33,596.47,Normal,Scheduled
902814,23053,61887,2024-08-23 16:42:00,2024-08-23 19:39:00,33.06,408.14,Trickle,Completed
902815,12587,57845,2024-11-22 19:07:00,2024-11-22 20:51:00,26.01,522.23,Fast,Scheduled
902816,21714,58205,2023-02-25 02:15:00,2023-02-25 04:21:00,6.89,98.39,Fast,Interrupted
902817,22019,56099,2023-06-14 19:30:00,2023-06-14 20:06:00,31.47,440.03,Trickle,Interrupted
902818,25167,52850,2024-08-05 07:10:00,2024-08-05 10:00:00,37.22,473.98,Fast,Completed
902819,26929,61441,2025-02-20 06:15:00,2025-02-20 09:03:00,29.33,351.85,Trickle,Interrupted
902820,27897,66992,2023-12-03 02:08:00,2023-12-03 04:56:00,14.83,308.51,Normal,Interrupted
902821,18027,69147,2025-03-30 18:09:00,2025-03-30 21:02:00,12.13,205.55,Trickle,Interrupted
902822,20706,52855,2023-04-19 08:06:00,2023-04-19 09:28:00,25.56,579.52,Fast,Interrupted
902823,13027,55646,2023-05-26 04:52:00,2023-05-26 07:44:00,15.95,165.65,Fast,Completed
902824,15098,62600,2025-01-11 03:33:00,2025-01-11 04:33:00,39.06,816.32,Trickle,Interrupted
902825,19554,55208,2024-05-31 03:06:00,2024-05-31 05:50:00,21.98,376.82,Trickle,Completed
902826,12472,62297,2023-03-05 11:05:00,2023-03-05 12:48:00,11.75,219.51,Trickle,Scheduled
902827,13964,63542,2023-07-06 17:43:00,2023-07-06 20:09:00,49.65,1055.55,Trickle,Scheduled
902828,19913,61774,2024-10-04 08:28:00,2024-10-04 10:25:00,18.73,245.18,Fast,Completed
902829,26783,68147,2023-12-28 18:34:00,2023-12-28 19:08:00,17.41,354.64,Trickle,Completed
902830,24078,62528,2024-06-25 10:38:00,2024-06-25 13:02:00,32.37,589.74,Trickle,Scheduled
902831,15572,61042,2024-10-03 07:12:00,2024-10-03 09:57:00,43.45,696.97,Trickle,Interrupted
902832,10039,51983,2025-03-13 11:15:00,2025-03-13 12:47:00,26.82,631.74,Fast,Scheduled
902833,27902,55582,2024-02-03 03:29:00,2024-02-03 05:24:00,30.48,490.42,Normal,Completed
902834,23959,55694,2024-11-18 06:15:00,2024-11-18 08:23:00,43.79,1029.5,Trickle,Scheduled
902835,22971,66897,2024-08-27 04:26:00,2024-08-27 05:33:00,5.59,131.71,Fast,Scheduled
902836,19427,53458,2025-04-08 07:39:00,2025-04-08 10:04:00,42.53,773.31,Normal,Scheduled
902837,22697,61989,2024-04-13 01:45:00,2024-04-13 02:53:00,38.81,573.66,Fast,Scheduled
902838,25852,56620,2024-05-05 16:52:00,2024-05-05 18:36:00,42,557.47,Normal,Interrupted
902839,19555,62198,2024-08-18 19:00:00,2024-08-18 21:25:00,59.63,1014.22,Trickle,Interrupted
902840,29181,60038,2024-03-05 23:55:00,2024-03-06 01:54:00,59.45,694.84,Trickle,Scheduled
902841,26660,53686,2024-02-22 03:17:00,2024-02-22 03:56:00,9.43,132.7,Trickle,Scheduled
902842,12047,51883,2023-04-15 09:52:00,2023-04-15 12:51:00,7.37,135.27,Fast,Scheduled
902843,22647,53963,2023-05-29 12:53:00,2023-05-29 13:32:00,12.2,134.01,Trickle,Interrupted
902844,13472,63874,2025-02-01 05:22:00,2025-02-01 07:28:00,6.35,120.33,Normal,Scheduled
902845,22025,55584,2023-12-18 23:50:00,2023-12-19 00:46:00,57.05,753.36,Trickle,Interrupted
902846,12100,57277,2024-01-26 22:29:00,2024-01-27 00:15:00,32.11,360.15,Trickle,Scheduled
902847,16083,67294,2024-06-28 23:38:00,2024-06-29 01:01:00,56.83,1164.83,Trickle,Interrupted
902848,15259,62718,2024-06-27 04:39:00,2024-06-27 05:18:00,45.35,835.2,Trickle,Interrupted
902849,22655,67656,2023-03-04 14:39:00,2023-03-04 16:02:00,46.69,591.49,Trickle,Interrupted
902850,18410,50686,2025-03-23 21:32:00,2025-03-23 23:19:00,31.82,651.94,Trickle,Scheduled
902851,29999,61479,2023-01-22 08:41:00,2023-01-22 11:39:00,25.91,539.06,Normal,Scheduled
902852,23595,65169,2023-04-29 20:20:00,2023-04-29 22:17:00,5,64.67,Fast,Interrupted
902853,11189,55335,2024-08-04 11:46:00,2024-08-04 12:26:00,42.38,464.33,Trickle,Scheduled
902854,29394,67685,2025-01-01 11:45:00,2025-01-01 13:41:00,25.38,349.48,Fast,Scheduled
902855,24119,52504,2024-06-06 13:05:00,2024-06-06 14:52:00,47.9,779.41,Trickle,Interrupted
902856,11337,51089,2024-12-24 21:56:00,2024-12-24 23:39:00,16.57,392.77,Normal,Scheduled
902857,28538,66618,2025-03-19 17:37:00,2025-03-19 19:59:00,34.95,857.96,Normal,Interrupted
902858,21868,58662,2023-08-22 15:58:00,2023-08-22 17:59:00,5.55,111.22,Normal,Scheduled
902859,22386,53601,2023-03-17 20:02:00,2023-03-17 20:47:00,7.92,127.93,Trickle,Scheduled
902860,20625,52312,2024-07-31 04:09:00,2024-07-31 06:43:00,38.33,629.83,Normal,Scheduled
902861,15362,57731,2023-10-15 14:00:00,2023-10-15 16:48:00,7.76,99.21,Trickle,Scheduled
902862,24353,67255,2023-04-05 14:40:00,2023-04-05 16:11:00,48.26,1045.11,Normal,Interrupted
902863,24946,50949,2024-03-20 05:21:00,2024-03-20 06:09:00,46.2,809.2,Normal,Scheduled
902864,11812,53219,2024-03-03 18:39:00,2024-03-03 21:12:00,43.52,691.47,Normal,Interrupted
902865,18162,50180,2024-10-12 01:58:00,2024-10-12 04:19:00,54.69,1040.94,Normal,Interrupted
902866,20076,60703,2024-06-19 13:18:00,2024-06-19 16:09:00,48.42,1014.89,Normal,Completed
902867,11065,63148,2023-01-07 03:07:00,2023-01-07 05:45:00,23.81,293.87,Normal,Interrupted
902868,17711,61352,2024-02-02 10:22:00,2024-02-02 12:04:00,21.44,432.45,Fast,Scheduled
902869,18948,66524,2024-05-18 18:57:00,2024-05-18 19:42:00,35.04,543.62,Normal,Interrupted
902870,10861,65176,2023-09-28 08:20:00,2023-09-28 10:49:00,50.63,792.77,Trickle,Scheduled
902871,29716,56082,2024-10-09 18:04:00,2024-10-09 20:11:00,48.14,741.1,Fast,Scheduled
902872,10801,68509,2024-07-25 04:06:00,2024-07-25 05:17:00,19.32,465.03,Trickle,Scheduled
902873,12999,56443,2025-02-27 08:15:00,2025-02-27 11:14:00,5.63,71.45,Trickle,Completed
902874,28316,57599,2024-04-03 06:41:00,2024-04-03 08:16:00,58.6,877.28,Fast,Interrupted
902875,16797,50310,2024-02-19 20:30:00,2024-02-19 22:33:00,13.44,208.78,Fast,Scheduled
902876,21389,60739,2025-01-26 05:00:00,2025-01-26 06:58:00,26.03,349.32,Normal,Scheduled
902877,10696,60002,2024-10-13 00:17:00,2024-10-13 02:26:00,25.76,497.2,Normal,Scheduled
902878,16018,56807,2023-12-05 23:19:00,2023-12-06 02:13:00,15.04,204.2,Trickle,Completed
902879,18418,54716,2024-06-26 05:27:00,2024-06-26 06:27:00,19.09,469.88,Fast,Completed
902880,20166,52721,2024-03-24 13:15:00,2024-03-24 14:04:00,19.29,260.77,Fast,Completed
902881,10863,59408,2024-09-27 06:06:00,2024-09-27 06:50:00,29.54,400.21,Normal,Interrupted
902882,16088,65065,2024-03-14 11:21:00,2024-03-14 12:14:00,14.43,193.21,Trickle,Scheduled
902883,24716,54084,2023-12-19 22:43:00,2023-12-20 00:13:00,43.77,1005.39,Trickle,Scheduled
902884,16923,59145,2023-12-11 02:16:00,2023-12-11 03:06:00,31.43,333.54,Normal,Completed
902885,23290,68764,2023-02-05 21:38:00,2023-02-05 23:56:00,10.51,106.16,Fast,Scheduled
902886,14507,59589,2024-07-09 08:56:00,2024-07-09 09:42:00,18.37,205.7,Fast,Completed
902887,18754,55589,2023-08-10 05:35:00,2023-08-10 06:41:00,17.77,335.61,Trickle,Completed
902888,10286,61026,2023-07-28 01:13:00,2023-07-28 03:27:00,30.97,627.99,Normal,Scheduled
902889,27248,52164,2024-08-29 20:29:00,2024-08-29 23:07:00,29.51,482.3,Trickle,Interrupted
902890,12690,56417,2023-05-02 21:10:00,2023-05-03 00:03:00,11.19,118.45,Fast,Scheduled
902891,17163,63748,2024-11-26 16:39:00,2024-11-26 17:29:00,44.47,971.59,Trickle,Interrupted
902892,26563,61215,2024-01-19 11:23:00,2024-01-19 12:06:00,46.84,1039.12,Normal,Interrupted
902893,11787,55147,2024-11-23 23:11:00,2024-11-23 23:51:00,57.66,981.77,Trickle,Interrupted
902894,14361,50254,2023-11-01 02:31:00,2023-11-01 03:34:00,32.47,399.78,Normal,Completed
902895,10365,56447,2023-07-04 00:59:00,2023-07-04 02:40:00,47.86,600.01,Trickle,Interrupted
902896,15668,63206,2023-03-02 09:57:00,2023-03-02 12:15:00,32,328.77,Normal,Interrupted
902897,23115,60028,2023-04-17 17:09:00,2023-04-17 17:44:00,49.27,959.29,Trickle,Interrupted
902898,17083,68149,2023-04-05 15:07:00,2023-04-05 16:55:00,44.48,685.5,Fast,Completed
902899,24135,58201,2025-02-20 02:17:00,2025-02-20 04:44:00,53.27,685.78,Trickle,Interrupted
902900,14877,64801,2023-04-25 06:18:00,2023-04-25 07:38:00,45.57,539.78,Trickle,Interrupted
902901,21084,69238,2024-01-28 19:30:00,2024-01-28 21:43:00,27.09,312.04,Normal,Scheduled
902902,16647,51309,2023-06-08 11:31:00,2023-06-08 12:51:00,48.98,1202.99,Fast,Interrupted
902903,18620,63832,2024-12-17 18:59:00,2024-12-17 21:41:00,19.66,266.89,Trickle,Scheduled
902904,12587,58191,2023-07-21 21:56:00,2023-07-21 22:58:00,27,355.22,Normal,Completed
902905,15163,60990,2023-03-16 10:56:00,2023-03-16 12:55:00,48.05,623.19,Trickle,Scheduled
902906,23669,65390,2023-02-09 21:07:00,2023-02-09 21:54:00,22.72,334.47,Trickle,Scheduled
902907,15687,51099,2024-12-25 17:32:00,2024-12-25 19:30:00,21.46,300.02,Fast,Completed
902908,15392,67228,2023-06-03 10:14:00,2023-06-03 12:55:00,59.72,648.91,Normal,Completed
902909,27523,50107,2024-04-06 23:53:00,2024-04-07 01:03:00,14.18,176,Fast,Interrupted
902910,28471,56225,2024-07-24 09:26:00,2024-07-24 12:26:00,18.99,209.6,Trickle,Interrupted
902911,27731,64741,2024-06-09 18:49:00,2024-06-09 20:39:00,15.64,307.5,Normal,Interrupted
902912,13786,68514,2023-08-22 10:12:00,2023-08-22 12:43:00,22.82,321.13,Fast,Interrupted
902913,22238,53025,2023-10-14 03:29:00,2023-10-14 04:59:00,53.36,853.57,Fast,Completed
902914,28632,67474,2023-01-08 10:14:00,2023-01-08 10:48:00,44.92,508.47,Fast,Scheduled
902915,14250,56264,2025-01-09 06:07:00,2025-01-09 07:35:00,25.74,579.46,Fast,Scheduled
902916,27332,68637,2023-09-23 18:56:00,2023-09-23 20:53:00,28.06,330.77,Trickle,Scheduled
902917,19318,54830,2024-09-21 11:32:00,2024-09-21 13:12:00,12.33,139.47,Trickle,Scheduled
902918,18522,60885,2023-07-12 16:13:00,2023-07-12 16:57:00,42.29,555.5,Normal,Completed
902919,11805,63100,2024-02-06 20:32:00,2024-02-06 21:24:00,50.45,1098.95,Fast,Scheduled
902920,27156,53327,2023-02-11 16:16:00,2023-02-11 16:46:00,32.13,699.58,Trickle,Completed
902921,12715,65426,2024-02-10 06:10:00,2024-02-10 07:16:00,8.59,174.65,Fast,Completed
902922,10935,66543,2023-01-26 01:03:00,2023-01-26 03:12:00,33.89,667.77,Normal,Scheduled
902923,13334,64812,2024-03-21 09:14:00,2024-03-21 10:59:00,40.36,706.16,Fast,Interrupted
902924,22896,67489,2025-01-10 04:42:00,2025-01-10 06:42:00,37.65,554.89,Fast,Scheduled
902925,10514,65593,2023-08-24 19:39:00,2023-08-24 20:43:00,23.79,578.96,Fast,Scheduled
902926,15754,52530,2023-04-24 15:07:00,2023-04-24 15:55:00,18.39,405.87,Normal,Interrupted
902927,23177,58220,2023-12-19 20:12:00,2023-12-19 22:27:00,8.25,176.3,Fast,Interrupted
902928,18270,57116,2024-05-26 21:25:00,2024-05-27 00:21:00,17.25,275.43,Normal,Scheduled
902929,27379,51703,2024-12-26 15:47:00,2024-12-26 17:15:00,31.78,732.75,Normal,Scheduled
902930,21532,58591,2025-01-08 13:50:00,2025-01-08 14:26:00,23.99,450.43,Normal,Scheduled
902931,16259,58441,2024-01-10 10:40:00,2024-01-10 12:37:00,28.44,473.69,Fast,Scheduled
902932,17531,60625,2024-06-15 23:17:00,2024-06-16 01:57:00,25.98,280.75,Fast,Interrupted
902933,18447,63436,2024-02-12 19:29:00,2024-02-12 20:40:00,54.21,901.64,Normal,Completed
902934,14169,65092,2024-05-23 21:40:00,2024-05-23 23:09:00,53.26,863.94,Fast,Scheduled
902935,23334,65997,2023-04-27 02:08:00,2023-04-27 03:45:00,17.26,237.64,Fast,Scheduled
902936,26940,52705,2024-03-11 14:18:00,2024-03-11 17:05:00,59.67,1310.44,Fast,Interrupted
902937,22225,50041,2024-12-03 05:13:00,2024-12-03 06:17:00,34.95,694.15,Normal,Scheduled
902938,29214,55116,2023-01-21 23:30:00,2023-01-22 00:23:00,48.44,1177.57,Trickle,Interrupted
902939,11715,57787,2024-05-23 14:22:00,2024-05-23 17:01:00,10.76,215.2,Fast,Completed
902940,14927,52353,2023-03-27 14:45:00,2023-03-27 16:30:00,41.93,802.31,Normal,Interrupted
902941,19344,57599,2024-07-30 10:34:00,2024-07-30 12:47:00,55.3,601.71,Trickle,Interrupted
902942,17919,55031,2023-03-14 22:50:00,2023-03-14 23:52:00,48.24,924.75,Normal,Completed
902943,29715,55506,2024-11-07 05:05:00,2024-11-07 07:45:00,36.26,720.78,Fast,Scheduled
902944,22720,58116,2023-05-27 23:23:00,2023-05-28 02:15:00,51.61,1221.66,Trickle,Interrupted
902945,19216,67382,2023-05-02 00:16:00,2023-05-02 03:06:00,19.56,401.73,Normal,Completed
902946,14613,68971,2024-11-03 19:43:00,2024-11-03 20:45:00,39,534.99,Trickle,Scheduled
902947,12468,68776,2025-04-08 05:34:00,2025-04-08 07:04:00,9.34,177.21,Fast,Interrupted
902948,22424,56044,2024-01-02 13:10:00,2024-01-02 13:54:00,42.15,725.39,Fast,Scheduled
902949,24969,57183,2024-05-19 07:06:00,2024-05-19 08:52:00,47.85,605.42,Trickle,Completed
902950,27352,50163,2024-07-12 09:37:00,2024-07-12 11:11:00,48.52,1112.71,Fast,Interrupted
902951,11434,68191,2025-03-25 08:03:00,2025-03-25 09:49:00,43.22,434.33,Normal,Scheduled
902952,11965,67755,2024-02-10 20:32:00,2024-02-10 22:11:00,38.33,689.59,Fast,Interrupted
902953,26204,51796,2023-02-10 01:18:00,2023-02-10 03:54:00,48.94,585.02,Fast,Interrupted
902954,14959,63019,2025-01-21 18:53:00,2025-01-21 21:00:00,42.23,435.06,Normal,Interrupted
902955,14911,60447,2025-01-14 08:32:00,2025-01-14 11:09:00,56.59,1311.88,Trickle,Scheduled
902956,29131,60769,2024-07-21 00:28:00,2024-07-21 01:29:00,25.3,360.6,Trickle,Scheduled
902957,22614,54005,2025-01-14 18:47:00,2025-01-14 21:18:00,55.61,629.45,Trickle,Scheduled
902958,13775,65673,2025-04-06 15:41:00,2025-04-06 16:51:00,31.04,510.84,Normal,Interrupted
902959,21514,61447,2024-09-22 14:23:00,2024-09-22 15:08:00,8.9,102.54,Fast,Scheduled
902960,25350,67976,2024-07-11 03:45:00,2024-07-11 04:59:00,11.72,209.02,Normal,Interrupted
902961,17202,66250,2024-01-24 01:26:00,2024-01-24 02:50:00,20.6,437.56,Normal,Scheduled
902962,14049,61156,2023-02-06 11:24:00,2023-02-06 13:43:00,10.5,227.84,Fast,Completed
902963,24279,53834,2023-08-01 05:26:00,2023-08-01 06:44:00,14.86,302.78,Fast,Interrupted
902964,23777,52133,2024-02-14 14:36:00,2024-02-14 16:12:00,16.22,179.1,Fast,Interrupted
902965,21647,57568,2023-08-16 01:23:00,2023-08-16 03:10:00,27.15,594.87,Trickle,Scheduled
902966,15905,54123,2024-03-16 10:22:00,2024-03-16 12:16:00,24.69,577.26,Normal,Scheduled
902967,18654,56498,2023-03-24 15:20:00,2023-03-24 18:03:00,33.39,654.93,Fast,Interrupted
902968,18869,67614,2023-02-28 08:14:00,2023-02-28 08:53:00,5.37,85.89,Normal,Interrupted
902969,10957,55072,2023-08-25 13:12:00,2023-08-25 13:43:00,31.54,672.65,Normal,Completed
902970,12339,68239,2023-05-17 06:20:00,2023-05-17 07:04:00,8.33,122.74,Normal,Completed
902971,20847,60215,2024-09-24 01:41:00,2024-09-24 02:31:00,21.48,295.62,Trickle,Completed
902972,12293,68767,2024-08-13 09:50:00,2024-08-13 11:10:00,16.81,257.89,Trickle,Completed
902973,23018,54073,2025-01-12 01:29:00,2025-01-12 03:26:00,46.84,974.26,Fast,Completed
902974,26159,53376,2023-09-27 23:30:00,2023-09-28 01:16:00,33.81,753.5,Normal,Completed
902975,19556,59301,2024-09-09 09:18:00,2024-09-09 10:55:00,40.54,597.27,Trickle,Interrupted
902976,25401,58386,2024-11-08 14:06:00,2024-11-08 16:41:00,31.52,373.01,Fast,Completed
902977,13561,60245,2024-03-08 05:15:00,2024-03-08 07:21:00,24.12,446.22,Fast,Scheduled
